invoice_id,customer_id,country,currency,invoice_date,product_id,service_category,quantity,unit_price,net_value,tax_rate,tax_amount,total_amount,invoice_status
INV-2024-002187,CUST-3171-ENT,IN,INR,2024-06-24,HPH-SPORT,Headphones,17,144.99,2464.83,0.18,443.67,2908.5,Paid
INV-2025-002188,CUST-1960-IND,JP,JPY,2025-02-13,PHN-PRO,Smartphone,11,809.64,8906.04,0.1,890.6,9796.64,Paid
INV-2024-002189,CUST-2699-SMB,JP,JPY,2024-12-29,SWT-FIT,Smartwatch,25,102.77,2569.25,0.1,256.92,2826.17,Paid
INV-2024-002190,CUST-8908-ENT,CA,CAD,2024-01-23,SSD-1TB,SSD,7,201.22,1408.54,0.13,183.11,1591.65,Paid
INV-2024-002191,CUST-8178-IND,UK,GBP,2024-11-13,CAM-DSLR,Camera,2,2993.13,5986.26,0.2,1197.25,7183.51,Paid
INV-2025-002192,CUST-7221-SMB,IN,INR,2025-06-08,MON-2K34,Monitor,20,273.06,5461.2,0.18,983.02,6444.22,Paid
INV-2024-002193,CUST-1472-ENT,AU,AUD,2024-10-02,SWT-FIT,Smartwatch,4,337.1,1348.4,0.1,134.84,1483.24,Paid
INV-2025-002194,CUST-3140-SMB,FR,EUR,2025-08-26,CAM-DSLR,Camera,6,1255.55,7533.3,0.2,1506.66,9039.96,Paid
INV-2025-002195,CUST-8997-IND,US,USD,2025-09-11,TAB-PRO,Tablet,1,907.76,907.76,0.08,72.62,980.38,Paid
INV-2024-002196,CUST-7738-SMB,DE,EUR,2024-08-16,HPH-SPORT,Headphones,12,264.52,3174.24,0.19,603.11,3777.35,Paid
INV-2024-002197,CUST-1753-IND,DE,EUR,2024-04-17,LAP-ULTRA,Laptop,5,1821.28,9106.4,0.19,1730.22,10836.62,Paid
INV-2024-002198,CUST-5286-ENT,IN,INR,2024-06-24,SSD-1TB,SSD,33,56.63,1868.79,0.18,336.38,2205.17,Paid
INV-2024-002199,CUST-6148-IND,FR,EUR,2024-11-15,SSD-1TB,SSD,23,208.55,4796.65,0.2,959.33,5755.98,Paid
INV-2024-002200,CUST-9598-ENT,DE,EUR,2024-10-12,MON-2K34,Monitor,26,897.31,23330.06,0.19,4432.71,27762.77,Pending
INV-2024-002201,CUST-4669-ENT,IN,INR,2024-11-24,GPU-RTX,GPU,3,1480.65,4441.95,0.18,799.55,5241.5,Paid
INV-2024-002202,CUST-6542-ENT,US,USD,2024-12-21,CON-LITE,Console,4,501.16,2004.64,0.08,160.37,2165.01,Paid
INV-2024-002203,CUST-9570-ENT,DE,EUR,2024-01-14,GPU-RDNA,GPU,1,1174.88,1174.88,0.19,223.23,1398.11,Paid
INV-2024-002204,CUST-2560-SMB,US,USD,2024-10-01,MON-FHD24,Monitor,23,671.5,15444.5,0.08,1235.56,16680.06,Cancelled
INV-2024-002205,CUST-5072-SMB,AU,AUD,2024-03-11,MON-2K34,Monitor,22,749.52,16489.44,0.1,1648.94,18138.38,Paid
INV-2024-002206,CUST-6664-ENT,IN,INR,2024-07-13,GPU-RDNA,GPU,1,462.82,462.82,0.18,83.31,546.13,Cancelled
INV-2025-002207,CUST-7305-IND,UK,GBP,2025-06-06,TAB-PRO,Tablet,3,586.95,1760.85,0.2,352.17,2113.02,Paid
INV-2024-002208,CUST-1894-IND,IN,INR,2024-04-15,PHN-PRO,Smartphone,16,1474.87,23597.92,0.18,4247.63,27845.55,Paid
INV-2024-002209,CUST-3571-ENT,UK,GBP,2024-07-14,SWT-FIT,Smartwatch,20,89.69,1793.8,0.2,358.76,2152.56,Paid
INV-2024-002210,CUST-8688-SMB,IN,INR,2024-05-24,MON-FHD24,Monitor,18,843.04,15174.72,0.18,2731.45,17906.17,Paid
INV-2024-002211,CUST-3709-IND,JP,JPY,2024-12-15,LAP-ULTRA,Laptop,5,1321.04,6605.2,0.1,660.52,7265.72,Paid
INV-2025-002212,CUST-9055-SMB,JP,JPY,2025-02-27,SWT-FIT,Smartwatch,5,303.48,1517.4,0.1,151.74,1669.14,Pending
INV-2025-002213,CUST-4946-SMB,US,USD,2025-04-15,SWT-FIT,Smartwatch,2,255.13,510.26,0.08,40.82,551.08,Paid
INV-2024-002214,CUST-5557-IND,IN,INR,2024-08-03,TAB-PRO,Tablet,9,303.67,2733.03,0.18,491.95,3224.98,Paid
INV-2024-002215,CUST-9305-IND,AU,AUD,2024-04-02,SWT-PRO,Smartwatch,2,542.19,1084.38,0.1,108.44,1192.82,Paid
INV-2024-002216,CUST-7203-SMB,UK,GBP,2024-09-16,CAM-DSLR,Camera,3,655.39,1966.17,0.2,393.23,2359.4,Pending
INV-2025-002217,CUST-4850-IND,SG,SGD,2025-07-28,LAP-ULTRA,Laptop,10,716.86,7168.6,0.08,573.49,7742.09,Paid
INV-2025-002218,CUST-8521-SMB,UK,GBP,2025-06-24,GPU-RTX,GPU,4,899.95,3599.8,0.2,719.96,4319.76,Paid
INV-2024-002219,CUST-8341-IND,IN,INR,2024-10-11,LAP-BIZ,Laptop,10,747.35,7473.5,0.18,1345.23,8818.73,Paid
INV-2025-002220,CUST-9166-SMB,US,USD,2025-04-28,SSD-512G,SSD,20,171.5,3430.0,0.08,274.4,3704.4,Disputed
INV-2025-002221,CUST-6178-IND,AU,AUD,2025-01-06,PHN-LITE,Smartphone,2,1073.51,2147.02,0.1,214.7,2361.72,Paid
INV-2024-002222,CUST-9148-ENT,FR,EUR,2024-03-10,MON-FHD24,Monitor,12,130.9,1570.8,0.2,314.16,1884.96,Paid
INV-2025-002223,CUST-1291-IND,US,USD,2025-01-13,SSD-1TB,SSD,2,50.8,101.6,0.08,8.13,109.73,Paid
INV-2024-002224,CUST-7609-SMB,US,USD,2024-10-05,CON-NEXT,Console,10,389.68,3896.8,0.08,311.74,4208.54,Paid
INV-2024-002225,CUST-1587-ENT,US,USD,2024-10-28,SSD-512G,SSD,32,146.52,4688.64,0.08,375.09,5063.73,Paid
INV-2024-002226,CUST-9996-IND,DE,EUR,2024-09-11,HPH-SPORT,Headphones,15,395.99,5939.85,0.19,1128.57,7068.42,Paid
INV-2024-002227,CUST-2489-ENT,UK,GBP,2024-09-20,MON-4K27,Monitor,28,704.26,19719.28,0.2,3943.86,23663.14,Paid
INV-2025-002228,CUST-5990-ENT,CA,CAD,2025-02-27,HPH-SPORT,Headphones,36,282.02,10152.72,0.13,1319.85,11472.57,Paid
INV-2024-002229,CUST-4389-ENT,UK,GBP,2024-07-31,CON-NEXT,Console,6,388.77,2332.62,0.2,466.52,2799.14,Paid
INV-2024-002230,CUST-8474-SMB,UK,GBP,2024-04-09,LAP-GAMER,Laptop,2,1151.53,2303.06,0.2,460.61,2763.67,Paid
INV-2024-002231,CUST-6953-IND,JP,JPY,2024-04-21,PHN-PRO,Smartphone,19,1103.81,20972.39,0.1,2097.24,23069.63,Paid
INV-2024-002232,CUST-4652-SMB,US,USD,2024-11-03,CAM-4K,Camera,2,1367.24,2734.48,0.08,218.76,2953.24,Paid
INV-2025-002233,CUST-6439-ENT,IN,INR,2025-04-19,SWT-FIT,Smartwatch,20,510.37,10207.4,0.18,1837.33,12044.73,Paid
INV-2025-002234,CUST-8751-ENT,IN,INR,2025-07-01,SWT-PRO,Smartwatch,16,296.77,4748.32,0.18,854.7,5603.02,Paid
INV-2024-002235,CUST-6952-ENT,CA,CAD,2024-04-21,PHN-FOLD,Smartphone,12,904.5,10854.0,0.13,1411.02,12265.02,Pending
INV-2024-002236,CUST-8414-IND,CA,CAD,2024-03-27,PHN-FOLD,Smartphone,13,1329.18,17279.34,0.13,2246.31,19525.65,Paid
INV-2024-002237,CUST-2596-ENT,IN,INR,2024-07-01,GPU-RTX,GPU,5,1745.24,8726.2,0.18,1570.72,10296.92,Paid
INV-2025-002238,CUST-4633-IND,US,USD,2025-08-19,TAB-MINI,Tablet,13,478.58,6221.54,0.08,497.72,6719.26,Paid
INV-2024-002239,CUST-6592-SMB,US,USD,2024-06-13,SSD-512G,SSD,12,67.64,811.68,0.08,64.93,876.61,Paid
INV-2024-002240,CUST-5783-ENT,US,USD,2024-03-30,LAP-GAMER,Laptop,4,767.47,3069.88,0.08,245.59,3315.47,Pending
INV-2025-002241,CUST-9552-SMB,JP,JPY,2025-03-30,GPU-RTX,GPU,11,1322.62,14548.82,0.1,1454.88,16003.7,Paid
INV-2024-002242,CUST-2741-IND,US,USD,2024-08-25,LAP-ULTRA,Laptop,8,1813.81,14510.48,0.08,1160.84,15671.32,Paid
INV-2025-002243,CUST-3689-SMB,FR,EUR,2025-06-17,CON-NEXT,Console,3,538.6,1615.8,0.2,323.16,1938.96,Pending
INV-2024-002244,CUST-3301-ENT,IN,INR,2024-02-27,HPH-NC,Headphones,34,96.91,3294.94,0.18,593.09,3888.03,Paid
INV-2025-002245,CUST-7704-IND,IN,INR,2025-06-25,MON-2K34,Monitor,21,628.24,13193.04,0.18,2374.75,15567.79,Paid
INV-2025-002246,CUST-5166-ENT,FR,EUR,2025-09-09,GPU-RTX,GPU,12,1307.65,15691.8,0.2,3138.36,18830.16,Paid
INV-2025-002247,CUST-4209-IND,US,USD,2025-02-05,LAP-ULTRA,Laptop,9,2089.71,18807.39,0.08,1504.59,20311.98,Paid
INV-2025-002248,CUST-2978-SMB,SG,SGD,2025-06-02,TAB-PRO,Tablet,6,1118.01,6708.06,0.08,536.64,7244.7,Disputed
INV-2024-002249,CUST-4532-SMB,CA,CAD,2024-07-15,SWT-FIT,Smartwatch,18,344.8,6206.4,0.13,806.83,7013.23,Disputed
INV-2024-002250,CUST-4122-ENT,US,USD,2024-02-15,CON-NEXT,Console,4,414.24,1656.96,0.08,132.56,1789.52,Paid
INV-2025-002251,CUST-6536-IND,US,USD,2025-06-13,LAP-ULTRA,Laptop,1,973.49,973.49,0.08,77.88,1051.37,Pending
INV-2025-002252,CUST-7790-IND,IN,INR,2025-01-31,TAB-PRO,Tablet,10,898.6,8986.0,0.18,1617.48,10603.48,Paid
INV-2024-002253,CUST-3018-SMB,CA,CAD,2024-03-14,TAB-MINI,Tablet,4,668.44,2673.76,0.13,347.59,3021.35,Paid
INV-2025-002254,CUST-8493-ENT,SG,SGD,2025-02-19,PHN-LITE,Smartphone,3,909.23,2727.69,0.08,218.22,2945.91,Paid
INV-2025-002255,CUST-9260-IND,IN,INR,2025-09-05,PHN-PRO,Smartphone,14,1128.98,15805.72,0.18,2845.03,18650.75,Paid
INV-2024-002256,CUST-9172-IND,FR,EUR,2024-11-30,LAP-BIZ,Laptop,1,1885.55,1885.55,0.2,377.11,2262.66,Paid
INV-2025-002257,CUST-9689-ENT,FR,EUR,2025-09-24,MON-FHD24,Monitor,15,894.0,13410.0,0.2,2682.0,16092.0,Paid
INV-2025-002258,CUST-1795-ENT,DE,EUR,2025-07-28,SSD-1TB,SSD,17,209.73,3565.41,0.19,677.43,4242.84,Paid
INV-2024-002259,CUST-8091-ENT,UK,GBP,2024-10-22,CON-LITE,Console,1,446.36,446.36,0.2,89.27,535.63,Paid
INV-2024-002260,CUST-8912-ENT,DE,EUR,2024-03-24,GPU-RDNA,GPU,13,1922.38,24990.94,0.19,4748.28,29739.22,Paid
INV-2024-002261,CUST-3903-ENT,JP,JPY,2024-01-15,HPH-SPORT,Headphones,3,349.34,1048.02,0.1,104.8,1152.82,Pending
INV-2024-002262,CUST-3845-ENT,CA,CAD,2024-05-13,MON-2K34,Monitor,21,862.2,18106.2,0.13,2353.81,20460.01,Paid
INV-2025-002263,CUST-3103-IND,IN,INR,2025-04-22,LAP-GAMER,Laptop,10,2175.64,21756.4,0.18,3916.15,25672.55,Pending
INV-2025-002264,CUST-7347-ENT,DE,EUR,2025-09-24,TAB-PRO,Tablet,9,557.69,5019.21,0.19,953.65,5972.86,Paid
INV-2024-002265,CUST-6273-ENT,CA,CAD,2024-11-14,CON-LITE,Console,5,311.07,1555.35,0.13,202.2,1757.55,Pending
INV-2025-002266,CUST-7302-SMB,CA,CAD,2025-01-26,HPH-SPORT,Headphones,12,45.35,544.2,0.13,70.75,614.95,Paid
INV-2025-002267,CUST-5067-SMB,CA,CAD,2025-04-23,GPU-RTX,GPU,7,252.16,1765.12,0.13,229.47,1994.59,Pending
INV-2025-002268,CUST-7518-SMB,AU,AUD,2025-01-02,PHN-FOLD,Smartphone,9,957.94,8621.46,0.1,862.15,9483.61,Paid
INV-2025-002269,CUST-5819-SMB,US,USD,2025-01-01,PHN-LITE,Smartphone,7,1418.27,9927.89,0.08,794.23,10722.12,Paid
INV-2024-002270,CUST-3185-IND,FR,EUR,2024-10-14,HPH-NC,Headphones,39,195.51,7624.89,0.2,1524.98,9149.87,Paid
INV-2025-002271,CUST-7762-ENT,US,USD,2025-01-12,SSD-2TB,SSD,11,245.86,2704.46,0.08,216.36,2920.82,Cancelled
INV-2025-002272,CUST-9393-SMB,DE,EUR,2025-04-07,HPH-SPORT,Headphones,18,96.25,1732.5,0.19,329.18,2061.68,Pending
INV-2025-002273,CUST-9975-SMB,DE,EUR,2025-08-16,CON-NEXT,Console,4,608.5,2434.0,0.19,462.46,2896.46,Paid
INV-2024-002274,CUST-4560-IND,CA,CAD,2024-01-13,MON-4K27,Monitor,21,567.63,11920.23,0.13,1549.63,13469.86,Paid
INV-2025-002275,CUST-4435-ENT,IN,INR,2025-06-19,SSD-512G,SSD,31,295.35,9155.85,0.18,1648.05,10803.9,Paid
INV-2024-002276,CUST-5760-ENT,CA,CAD,2024-06-16,GPU-RTX,GPU,11,933.2,10265.2,0.13,1334.48,11599.68,Cancelled
INV-2024-002277,CUST-6657-ENT,JP,JPY,2024-09-26,CON-LITE,Console,1,447.6,447.6,0.1,44.76,492.36,Paid
INV-2024-002278,CUST-3173-ENT,FR,EUR,2024-03-10,SWT-FIT,Smartwatch,18,562.28,10121.04,0.2,2024.21,12145.25,Disputed
INV-2024-002279,CUST-3913-ENT,CA,CAD,2024-11-13,TAB-MINI,Tablet,4,748.96,2995.84,0.13,389.46,3385.3,Paid
INV-2025-002280,CUST-9888-ENT,US,USD,2025-01-10,PHN-FOLD,Smartphone,16,1542.86,24685.76,0.08,1974.86,26660.62,Disputed
INV-2024-002281,CUST-6281-ENT,UK,GBP,2024-03-29,TAB-MINI,Tablet,13,660.71,8589.23,0.2,1717.85,10307.08,Paid
INV-2024-002282,CUST-2890-SMB,UK,GBP,2024-09-13,TAB-MINI,Tablet,7,1144.82,8013.74,0.2,1602.75,9616.49,Paid
INV-2024-002283,CUST-8870-ENT,DE,EUR,2024-08-04,CON-NEXT,Console,1,381.33,381.33,0.19,72.45,453.78,Paid
INV-2025-002284,CUST-7839-ENT,US,USD,2025-03-25,SWT-PRO,Smartwatch,10,126.87,1268.7,0.08,101.5,1370.2,Paid
INV-2025-002285,CUST-9747-SMB,US,USD,2025-06-27,GPU-RDNA,GPU,7,1095.43,7668.01,0.08,613.44,8281.45,Paid
INV-2024-002286,CUST-7920-IND,UK,GBP,2024-05-20,SSD-512G,SSD,25,114.01,2850.25,0.2,570.05,3420.3,Disputed
INV-2024-002287,CUST-9564-IND,IN,INR,2024-06-09,GPU-RTX,GPU,1,1800.33,1800.33,0.18,324.06,2124.39,Paid
INV-2024-002288,CUST-1414-SMB,UK,GBP,2024-02-01,TAB-MINI,Tablet,3,1113.36,3340.08,0.2,668.02,4008.1,Paid
INV-2024-002289,CUST-3381-IND,DE,EUR,2024-05-31,PHN-FOLD,Smartphone,15,1297.12,19456.8,0.19,3696.79,23153.59,Disputed
INV-2024-002290,CUST-1927-IND,US,USD,2024-09-16,CON-LITE,Console,9,351.94,3167.46,0.08,253.4,3420.86,Paid
INV-2024-002291,CUST-5374-IND,CA,CAD,2024-10-05,SWT-PRO,Smartwatch,24,468.31,11239.44,0.13,1461.13,12700.57,Pending
INV-2024-002292,CUST-5695-ENT,UK,GBP,2024-10-11,SWT-PRO,Smartwatch,5,136.26,681.3,0.2,136.26,817.56,Pending
INV-2025-002293,CUST-5105-IND,US,USD,2025-09-01,CAM-DSLR,Camera,2,2371.82,4743.64,0.08,379.49,5123.13,Disputed
INV-2025-002294,CUST-2016-ENT,FR,EUR,2025-06-25,CON-LITE,Console,4,285.89,1143.56,0.2,228.71,1372.27,Paid
INV-2025-002295,CUST-5835-IND,US,USD,2025-08-24,PHN-FOLD,Smartphone,14,1015.5,14217.0,0.08,1137.36,15354.36,Paid
INV-2024-002296,CUST-9866-IND,US,USD,2024-05-27,TAB-PRO,Tablet,6,1124.5,6747.0,0.08,539.76,7286.76,Paid
INV-2024-002297,CUST-6876-SMB,US,USD,2024-03-07,HPH-SPORT,Headphones,32,237.71,7606.72,0.08,608.54,8215.26,Paid
INV-2025-002298,CUST-2679-ENT,US,USD,2025-07-23,LAP-ULTRA,Laptop,3,1614.55,4843.65,0.08,387.49,5231.14,Paid
INV-2024-002299,CUST-4675-ENT,US,USD,2024-10-05,GPU-RTX,GPU,8,1288.79,10310.32,0.08,824.83,11135.15,Pending
INV-2025-002300,CUST-7371-IND,UK,GBP,2025-03-18,SWT-PRO,Smartwatch,16,168.98,2703.68,0.2,540.74,3244.42,Paid
INV-2025-002301,CUST-9370-ENT,JP,JPY,2025-02-02,SWT-PRO,Smartwatch,18,407.92,7342.56,0.1,734.26,8076.82,Paid
INV-2024-002302,CUST-5712-ENT,FR,EUR,2024-05-07,MON-4K27,Monitor,14,665.41,9315.74,0.2,1863.15,11178.89,Paid
INV-2024-002303,CUST-1769-SMB,FR,EUR,2024-12-02,TAB-PRO,Tablet,1,747.18,747.18,0.2,149.44,896.62,Paid
INV-2025-002304,CUST-7349-SMB,UK,GBP,2025-04-26,SSD-2TB,SSD,36,338.57,12188.52,0.2,2437.7,14626.22,Paid
INV-2024-002305,CUST-6122-ENT,IN,INR,2024-07-04,HPH-SPORT,Headphones,2,263.26,526.52,0.18,94.77,621.29,Paid
INV-2024-002306,CUST-1881-IND,DE,EUR,2024-06-17,LAP-GAMER,Laptop,7,874.78,6123.46,0.19,1163.46,7286.92,Paid
INV-2024-002307,CUST-5117-IND,US,USD,2024-09-16,GPU-RDNA,GPU,6,1045.54,6273.24,0.08,501.86,6775.1,Paid
INV-2025-002308,CUST-8259-IND,CA,CAD,2025-07-11,SWT-FIT,Smartwatch,20,407.1,8142.0,0.13,1058.46,9200.46,Paid
INV-2025-002309,CUST-7025-ENT,US,USD,2025-05-21,PHN-PRO,Smartphone,18,1188.32,21389.76,0.08,1711.18,23100.94,Paid
INV-2025-002310,CUST-9955-ENT,UK,GBP,2025-06-04,PHN-LITE,Smartphone,1,1211.88,1211.88,0.2,242.38,1454.26,Pending
INV-2025-002311,CUST-4218-ENT,FR,EUR,2025-04-15,GPU-RDNA,GPU,13,1947.42,25316.46,0.2,5063.29,30379.75,Pending
INV-2024-002312,CUST-4170-SMB,IN,INR,2024-06-09,CAM-DSLR,Camera,10,2016.49,20164.9,0.18,3629.68,23794.58,Paid
INV-2024-002313,CUST-8353-IND,FR,EUR,2024-10-15,TAB-MINI,Tablet,14,825.39,11555.46,0.2,2311.09,13866.55,Paid
INV-2024-002314,CUST-2220-IND,AU,AUD,2024-12-05,MON-FHD24,Monitor,9,311.94,2807.46,0.1,280.75,3088.21,Disputed
INV-2025-002315,CUST-3847-ENT,IN,INR,2025-05-16,TAB-PRO,Tablet,3,640.75,1922.25,0.18,346.0,2268.25,Paid
INV-2024-002316,CUST-9418-IND,US,USD,2024-04-15,GPU-RDNA,GPU,3,584.44,1753.32,0.08,140.27,1893.59,Paid
INV-2025-002317,CUST-7180-IND,UK,GBP,2025-04-19,MON-FHD24,Monitor,7,500.23,3501.61,0.2,700.32,4201.93,Paid
INV-2025-002318,CUST-8020-SMB,DE,EUR,2025-08-22,PHN-PRO,Smartphone,14,1084.96,15189.44,0.19,2885.99,18075.43,Pending
INV-2025-002319,CUST-5329-IND,DE,EUR,2025-04-07,PHN-FOLD,Smartphone,5,1496.8,7484.0,0.19,1421.96,8905.96,Disputed
INV-2025-002320,CUST-3636-ENT,DE,EUR,2025-04-27,CAM-DSLR,Camera,1,1603.38,1603.38,0.19,304.64,1908.02,Paid
INV-2024-002321,CUST-5178-IND,IN,INR,2024-06-01,HPH-NC,Headphones,29,190.69,5530.01,0.18,995.4,6525.41,Paid
INV-2024-002322,CUST-6415-SMB,AU,AUD,2024-05-28,SWT-FIT,Smartwatch,17,572.26,9728.42,0.1,972.84,10701.26,Paid
INV-2024-002323,CUST-3536-IND,CA,CAD,2024-07-06,CON-NEXT,Console,10,422.03,4220.3,0.13,548.64,4768.94,Cancelled
INV-2024-002324,CUST-3518-SMB,UK,GBP,2024-05-10,LAP-BIZ,Laptop,7,1222.06,8554.42,0.2,1710.88,10265.3,Pending
INV-2025-002325,CUST-1833-ENT,SG,SGD,2025-03-27,GPU-RTX,GPU,3,1717.44,5152.32,0.08,412.19,5564.51,Paid
INV-2025-002326,CUST-5934-SMB,IN,INR,2025-05-30,MON-4K27,Monitor,12,655.42,7865.04,0.18,1415.71,9280.75,Pending
INV-2025-002327,CUST-6866-IND,SG,SGD,2025-05-05,SSD-512G,SSD,15,162.42,2436.3,0.08,194.9,2631.2,Paid
INV-2025-002328,CUST-6207-ENT,US,USD,2025-04-20,CAM-DSLR,Camera,10,1561.89,15618.9,0.08,1249.51,16868.41,Paid
INV-2024-002329,CUST-4603-IND,CA,CAD,2024-09-19,SWT-FIT,Smartwatch,20,514.21,10284.2,0.13,1336.95,11621.15,Paid
INV-2025-002330,CUST-9529-IND,US,USD,2025-06-21,PHN-FOLD,Smartphone,19,888.38,16879.22,0.08,1350.34,18229.56,Paid
INV-2025-002331,CUST-9276-IND,UK,GBP,2025-04-03,SWT-PRO,Smartwatch,19,551.61,10480.59,0.2,2096.12,12576.71,Paid
INV-2025-002332,CUST-7814-ENT,US,USD,2025-06-19,CAM-DSLR,Camera,4,1510.74,6042.96,0.08,483.44,6526.4,Pending
INV-2025-002333,CUST-9798-SMB,CA,CAD,2025-09-28,SWT-FIT,Smartwatch,4,589.99,2359.96,0.13,306.79,2666.75,Paid
INV-2024-002334,CUST-2506-SMB,AU,AUD,2024-10-21,GPU-RDNA,GPU,9,305.35,2748.15,0.1,274.82,3022.97,Paid
INV-2025-002335,CUST-4624-IND,US,USD,2025-03-10,MON-4K27,Monitor,20,149.24,2984.8,0.08,238.78,3223.58,Paid
INV-2024-002336,CUST-6437-SMB,DE,EUR,2024-10-01,SSD-1TB,SSD,25,256.98,6424.5,0.19,1220.66,7645.16,Paid
INV-2025-002337,CUST-6911-SMB,DE,EUR,2025-08-10,PHN-PRO,Smartphone,18,1336.37,24054.66,0.19,4570.39,28625.05,Paid
INV-2024-002338,CUST-4579-ENT,UK,GBP,2024-11-03,TAB-PRO,Tablet,10,692.42,6924.2,0.2,1384.84,8309.04,Paid
INV-2025-002339,CUST-9691-SMB,US,USD,2025-01-10,TAB-MINI,Tablet,11,471.79,5189.69,0.08,415.18,5604.87,Paid
INV-2024-002340,CUST-1144-IND,DE,EUR,2024-06-06,MON-4K27,Monitor,15,341.88,5128.2,0.19,974.36,6102.56,Paid
INV-2024-002341,CUST-6668-SMB,JP,JPY,2024-07-22,MON-4K27,Monitor,25,499.07,12476.75,0.1,1247.68,13724.43,Paid
INV-2024-002342,CUST-4937-ENT,US,USD,2024-03-15,TAB-PRO,Tablet,15,900.8,13512.0,0.08,1080.96,14592.96,Paid
INV-2025-002343,CUST-4994-IND,US,USD,2025-01-14,LAP-ULTRA,Laptop,3,845.22,2535.66,0.08,202.85,2738.51,Paid
INV-2024-002344,CUST-6258-SMB,UK,GBP,2024-10-30,GPU-RTX,GPU,9,1205.72,10851.48,0.2,2170.3,13021.78,Paid
INV-2024-002345,CUST-2857-SMB,IN,INR,2024-03-02,MON-FHD24,Monitor,20,741.79,14835.8,0.18,2670.44,17506.24,Paid
INV-2025-002346,CUST-5203-ENT,CA,CAD,2025-07-23,SWT-PRO,Smartwatch,9,516.4,4647.6,0.13,604.19,5251.79,Paid
INV-2024-002347,CUST-5633-IND,AU,AUD,2024-04-17,LAP-ULTRA,Laptop,4,1587.53,6350.12,0.1,635.01,6985.13,Paid
INV-2024-002348,CUST-9468-SMB,UK,GBP,2024-07-05,CON-NEXT,Console,5,463.31,2316.55,0.2,463.31,2779.86,Disputed
INV-2024-002349,CUST-9426-ENT,CA,CAD,2024-08-16,PHN-FOLD,Smartphone,17,1525.37,25931.29,0.13,3371.07,29302.36,Paid
INV-2024-002350,CUST-8300-SMB,US,USD,2024-02-17,SWT-PRO,Smartwatch,6,574.78,3448.68,0.08,275.89,3724.57,Paid
INV-2024-002351,CUST-1718-SMB,CA,CAD,2024-09-24,LAP-ULTRA,Laptop,1,1285.61,1285.61,0.13,167.13,1452.74,Pending
INV-2024-002352,CUST-4154-SMB,IN,INR,2024-09-10,HPH-NC,Headphones,34,243.04,8263.36,0.18,1487.4,9750.76,Paid
INV-2024-002353,CUST-9419-IND,CA,CAD,2024-03-27,LAP-BIZ,Laptop,3,1771.18,5313.54,0.13,690.76,6004.3,Paid
INV-2024-002354,CUST-2572-IND,IN,INR,2024-06-29,HPH-NC,Headphones,2,76.79,153.58,0.18,27.64,181.22,Paid
INV-2024-002355,CUST-9814-ENT,AU,AUD,2024-01-25,CAM-DSLR,Camera,10,697.11,6971.1,0.1,697.11,7668.21,Paid
INV-2025-002356,CUST-1120-ENT,US,USD,2025-01-22,SWT-FIT,Smartwatch,24,422.47,10139.28,0.08,811.14,10950.42,Paid
INV-2024-002357,CUST-2072-IND,IN,INR,2024-08-09,PHN-PRO,Smartphone,1,398.84,398.84,0.18,71.79,470.63,Paid
INV-2025-002358,CUST-4492-ENT,US,USD,2025-01-31,MON-4K27,Monitor,28,713.79,19986.12,0.08,1598.89,21585.01,Paid
INV-2025-002359,CUST-7950-IND,FR,EUR,2025-05-25,LAP-ULTRA,Laptop,7,1578.91,11052.37,0.2,2210.47,13262.84,Pending
INV-2025-002360,CUST-4368-ENT,US,USD,2025-07-14,MON-2K34,Monitor,26,477.8,12422.8,0.08,993.82,13416.62,Paid
INV-2025-002361,CUST-8130-ENT,US,USD,2025-03-15,PHN-PRO,Smartphone,10,1496.58,14965.8,0.08,1197.26,16163.06,Pending
INV-2024-002362,CUST-2181-ENT,DE,EUR,2024-06-23,PHN-FOLD,Smartphone,1,504.44,504.44,0.19,95.84,600.28,Paid
INV-2024-002363,CUST-3519-IND,UK,GBP,2024-11-06,CON-NEXT,Console,6,456.97,2741.82,0.2,548.36,3290.18,Pending
INV-2024-002364,CUST-8523-ENT,DE,EUR,2024-09-30,CAM-DSLR,Camera,1,1257.95,1257.95,0.19,239.01,1496.96,Paid
INV-2024-002365,CUST-6434-IND,FR,EUR,2024-02-04,SWT-PRO,Smartwatch,8,436.82,3494.56,0.2,698.91,4193.47,Paid
INV-2024-002366,CUST-2433-IND,US,USD,2024-08-04,LAP-BIZ,Laptop,2,2080.54,4161.08,0.08,332.89,4493.97,Paid
INV-2025-002367,CUST-1889-IND,US,USD,2025-02-11,PHN-FOLD,Smartphone,7,1410.9,9876.3,0.08,790.1,10666.4,Paid
INV-2025-002368,CUST-5127-ENT,FR,EUR,2025-06-02,GPU-RTX,GPU,11,1376.06,15136.66,0.2,3027.33,18163.99,Paid
INV-2024-002369,CUST-2154-ENT,UK,GBP,2024-09-25,SSD-512G,SSD,19,141.18,2682.42,0.2,536.48,3218.9,Paid
INV-2025-002370,CUST-4729-SMB,AU,AUD,2025-09-29,CAM-4K,Camera,7,2835.6,19849.2,0.1,1984.92,21834.12,Paid
INV-2025-002371,CUST-7678-SMB,CA,CAD,2025-04-19,SWT-PRO,Smartwatch,11,532.83,5861.13,0.13,761.95,6623.08,Paid
INV-2024-002372,CUST-8391-ENT,SG,SGD,2024-11-20,PHN-FOLD,Smartphone,12,792.36,9508.32,0.08,760.67,10268.99,Paid
